Resource,fuel,Zone,EndCap1,EndEnergyCap1,EndCap2,EndEnergyCap2,EndCap3,EndEnergyCap3,EndCap4,EndEnergyCap4,EndCap5,EndEnergyCap5,EndCap6,EndEnergyCap6,EndCap7,EndEnergyCap7
WECC_offshorewind_class12_moderate_floating_1_5,offshore_wind_new,3,0.006053044,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_1_6,offshore_wind_new,3,0.003518105,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_1_7,offshore_wind_new,3,0.005799452,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_1_8,offshore_wind_new,3,0.003516637,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_1_9,offshore_wind_new,3,0.003684952,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_0,offshore_wind_new,3,0.003008261,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_1,offshore_wind_new,3,0.003731415,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_2,offshore_wind_new,3,0.00250645,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_3,offshore_wind_new,3,0.005664924,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_4,offshore_wind_new,3,0.002332858,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_5,offshore_wind_new,3,0.004618758,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_6,offshore_wind_new,3,0.003923255,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_7,offshore_wind_new,3,0.001995401,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_8,offshore_wind_new,3,0.002265677,0,0,0,0,0,0,0,0,0,0,0,0,0
WECC_offshorewind_class12_moderate_floating_0_9,offshore_wind_new,3,0.002840778,0,0,0,0,0,0,0,0,0,0,0,0,0
EIC_batteries_1,batteries,1,1851.5,3704.1,1851.5,3704.1,1851.5,3704.1,1851.5,3704.1,1851.5,3704.1,1851.5,3704.1,1851.5,3704.1
EIC_hydroelectric_pumped_storage_1,pumped hydro,1,17783.1,275638,17783.1,275638,17783.1,275638,17783.1,275638,17783.1,275638,17783.1,275638,17783.1,275638
TRE_batteries_1,batteries,2,2843.7,5246.8,2843.7,5246.8,2843.7,5246.8,2843.7,5246.8,2843.7,5246.8,2843.7,5246.8,2843.7,5246.8
WECC_batteries_1,batteries,3,9786.9,25951.3,9786.9,25951.3,9786.9,25951.3,9786.9,25951.3,9786.9,25951.3,9786.9,25951.3,9786.9,25951.3
WECC_hydroelectric_pumped_storage_1,pumped hydro,3,5053,78321.5,5053,78321.5,5053,78321.5,5053,78321.5,5053,78321.5,5053,78321.5,5053,78321.5
EIC_battery_moderate_0,batteries_new,1,52324.23242,131384.6277,50805.83288,114460.9251,51416.41132,119386.4,57720.48306,189131.9054,52043.1532,148227.1408,67179.41221,222579.1075,59986.4657,181698.4343
EIC_storage_metalair_advanced_0,ldes_new,1,676,135200,676,135200,676,135200,676,135200,676,135200,676,135200,676,135200
TRE_battery_moderate_0,batteries_new,2,500.4987092,4885.503562,0,0,418.7472023,4187.472023,367.2217892,3577.285527,383.4001809,3749.688152,0,0,-2.42E-12,-2.42E-11
TRE_storage_metalair_advanced_0,ldes_new,2,105,21000,105,21000,105,21000,105,21000,105,21000,105,21000,105,21000
WECC_battery_moderate_0,batteries_new,3,12.86720983,99.17456429,0,0,0,0,0,0,0,0,0,0,0,0
WECC_storage_metalair_advanced_0,ldes_new,3,219,43800,219,43800,219,43800,219,43800,219,43800,219,43800,219,43800
EIC_res_water_heat_1,res_water_heat,1,8238.2,0,8238.2,0,8238.2,0,8238.2,0,8238.2,0,8238.2,0,8238.2,0
TRE_res_water_heat_1,res_water_heat,2,1049.5,0,1049.5,0,1049.5,0,1049.5,0,1049.5,0,1049.5,0,1049.5,0
WECC_res_water_heat_1,res_water_heat,3,2578.7,0,2578.7,0,2578.7,0,2578.7,0,2578.7,0,2578.7,0,2578.7,0
EIC_comm_water_heat_1,comm_water_heat,1,2922.1,0,2922.1,0,2922.1,0,2922.1,0,2922.1,0,2922.1,0,2922.1,0
TRE_comm_water_heat_1,comm_water_heat,2,368.7,0,368.7,0,368.7,0,368.7,0,368.7,0,368.7,0,368.7,0
WECC_comm_water_heat_1,comm_water_heat,3,1130.3,0,1130.3,0,1130.3,0,1130.3,0,1130.3,0,1130.3,0,1130.3,0
EIC_trans_light_duty_1,trans_light_duty,1,227552.1,0,227552.1,0,227552.1,0,227552.1,0,227552.1,0,227552.1,0,227552.1,0
TRE_trans_light_duty_1,trans_light_duty,2,34387.8,0,34387.8,0,34387.8,0,34387.8,0,34387.8,0,34387.8,0,34387.8,0
WECC_trans_light_duty_1,trans_light_duty,3,88930.5,0,88930.5,0,88930.5,0,88930.5,0,88930.5,0,88930.5,0,88930.5,0
EIC_res_space_heat_cool_1,res_space_heat_cool,1,47457,0,47457,0,47457,0,47457,0,47457,0,47457,0,47457,0
TRE_res_space_heat_cool_1,res_space_heat_cool,2,7585.9,0,7585.9,0,7585.9,0,7585.9,0,7585.9,0,7585.9,0,7585.9,0
WECC_res_space_heat_cool_1,res_space_heat_cool,3,12467.5,0,12467.5,0,12467.5,0,12467.5,0,12467.5,0,12467.5,0,12467.5,0
EIC_comm_space_heat_cool_1,comm_space_heat_cool,1,41624.8,0,41624.8,0,41624.8,0,41624.8,0,41624.8,0,41624.8,0,41624.8,0
TRE_comm_space_heat_cool_1,comm_space_heat_cool,2,6978.6,0,6978.6,0,6978.6,0,6978.6,0,6978.6,0,6978.6,0,6978.6,0
WECC_comm_space_heat_cool_1,comm_space_heat_cool,3,7483.3,0,7483.3,0,7483.3,0,7483.3,0,7483.3,0,7483.3,0,7483.3,0
EIC_biomass_1,biomass,1,2477.3,0,2477.3,0,2477.3,0,2477.3,0,2477.3,0,2477.3,0,2477.3,0
EIC_small_hydroelectric_1,small hydro,1,1855.7,0,1855.7,0,1855.7,0,1855.7,0,1855.7,0,1855.7,0,1855.7,0
TRE_biomass_1,biomass,2,48.8,0,48.8,0,48.8,0,48.8,0,48.8,0,48.8,0,48.8,0
TRE_small_hydroelectric_1,small hydro,2,18.4,0,18.4,0,18.4,0,18.4,0,18.4,0,18.4,0,18.4,0
WECC_biomass_1,biomass,3,630.1,0,630.1,0,630.1,0,630.1,0,630.1,0,630.1,0,630.1,0
WECC_small_hydroelectric_1,small hydro,3,1384.9,0,1384.9,0,1384.9,0,1384.9,0,1384.9,0,1384.9,0,1384.9,0
EIC_distributed_generation_1,dg,1,57980,0,57980,0,57980,0,57980,0,57980,0,57980,0,57980,0
TRE_distributed_generation_1,dg,2,8971,0,8971,0,8971,0,8971,0,8971,0,8971,0,8971,0
WECC_distributed_generation_1,dg,3,25592,0,25592,0,25592,0,25592,0,25592,0,25592,0,25592,0
Total,total,n/a,2.11E+06,725231.0058,2.10E+06,703322.6251,2.10E+06,712435.572,2.13E+06,781570.891,2.10E+06,740838.5289,2.15E+06,811440.8075,2.11E+06,770560.1343
