Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,3252,24426.82838,21863.09861,33864.45392,57242.48412,22251.02675,34454.42855,18924.74104,33710.12537,42142.47275,40143.2336,13231.90867,11886.3877,19634.37674,20641.45477,51140.97476,54820.01298,18525.97958,14245.19739,9971.545424,24419.91063,44040.72162,40290.98593,50492.48356,30464.67817,71694.11406,3428.011512
,,,,,,,,3253,25030.67819,22461.66185,34781.85015,60573.12363,22994.73496,35939.18729,19817.2283,35400.9971,43961.01664,39434.86491,13507.82426,12103.06925,20422.76091,21451.82819,52053.84818,56620.63007,19272.43659,14987.4482,10462.04796,25765.70834,46129.8752,42041.45949,53518.50206,31381.1051,74564.36577,3583.465516
,,,,,,,,3254,26424.94936,23348.9792,36159.44844,62082.03768,22953.58511,36868.16472,20238.40206,37014.64633,45480.64929,40857.62242,13566.01737,12157.23964,20886.16229,21900.14121,52132.09448,57526.45583,20387.1056,15776.84197,10926.47061,27242.87677,47145.8678,43395.69404,55395.0949,33504.72899,77642.21431,3744.937094
,,,,,,,,3255,28052.93649,24624.30991,38140.62327,63088.64878,23684.2458,37547.34152,20555.28518,37510.07375,45633.11409,42924.5339,13755.64664,12292.66561,21408.74263,22420.66573,52904.52583,58765.32051,21506.79113,16155.99171,11142.13123,27811.48132,48897.02583,44738.8941,57267.67578,35608.29978,79066.30845,3821.159702
,,,,,,,,3256,29321.82355,25569.77914,39610.46248,66813.31036,25629.32879,39645.06485,21683.42918,38651.36202,46889.94558,44500.80473,14441.92397,12780.19911,22287.3998,24044.42139,56305.23012,62590.25252,22107.76929,16867.14824,11574.45555,28937.65928,52528.72296,47863.66495,61684.84033,37228.59072,81712.91721,3964.578557
,,,,,,,,3257,30212.55218,26230.50472,40635.13894,71195.678,27995.94679,42934.60804,23166.5625,41717.19528,50265.23527,45129.90837,15291.74401,13361.02606,23601.37342,25621.03899,60330.90159,67125.40008,23445.17145,18389.76545,12533.39303,31398.60383,56055.10991,51988.5631,67031.77588,38841.86307,88442.26347,4325.633017
,,,,,,,,3258,32162.52567,27536.9166,42664.43947,72825.90673,30422.78408,45662.35062,24340.83506,43869.39619,53678.64115,47455.68546,15990.0613,13819.46805,24518.14585,26892.76363,63167.8313,70114.72538,26960.7432,19778.97812,13419.10619,33389.22116,57724.02569,54351.95318,69973.54328,41564.07217,94981.06192,4688.693335
,,,,,,,,3259,35341.26332,30174.80583,46772.16885,67733.6978,27774.13908,44925.99054,22960.98959,45032.74803,55749.95562,52655.07151,14628.54325,12730.04134,23437.87899,23884.95434,57061.61095,63970.55844,30284.68419,20605.48443,13835.38135,34575.56892,51351.25474,51046.61773,64942.54933,45260.8622,99209.21748,4927.39045
,,,,,,,,3260,38290.2973,33032.2685,51225.80174,57256.52053,23936.16315,39547.75296,19783.13328,40120.59517,49505.92047,58703.29596,12948.96976,11454.02774,20775.82863,20669.53702,49802.76252,55553.3005,32971.52812,18502.10611,12415.03045,30717.68234,42681.71869,44165.0999,55588.67182,47435.62152,90550.32395,4469.051872
,,,,,,,,3261,38561.12695,34325.64634,53254.09965,48729.40161,23766.54549,35581.0394,18133.53604,35288.67347,42414.30143,62294.30381,12708.1707,11280.48187,19586.23114,19940.40152,49458.67946,53035.44596,28514.85868,15870.12485,10495.14936,26520.83925,37962.8192,39860.64028,49486.48537,46092.06344,79530.64337,3864.285651
,,,,,,,,3262,33564.82142,30197.86605,46845.36003,41850.55824,21920.82433,33454.22283,16397.69847,33396.22095,39257.67836,54526.32875,12002.8301,10726.74012,19029.54766,18586.43602,46972.85491,50963.98396,22494.04073,14742.70604,9664.605187,24895.252,32997.19299,36048.72078,43920.89816,40529.33192,74223.38549,3578.450871
,,,,,,,,3263,28576.54048,25563.76343,39640.54105,35873.05289,19904.48185,30215.84362,14421.19017,30654.32101,34630.57247,44731.5764,10809.8714,9778.758314,17628.31015,16590.59058,41970.10793,45948.33748,21145.60225,13197.01887,8525.114632,22570.69232,29150.86365,32094.35588,38421.50824,35136.04914,66958.4996,3207.36712
,,,,,,,,3264,26646.62845,25068.4699,38869.52716,31940.85296,17766.69714,27332.60266,13016.27484,27549.37506,30830.98931,41617.16222,9752.362166,8899.994231,15958.25971,14990.90542,38009.6417,41469.36516,19365.74372,11637.28912,7551.131069,20149.86096,26946.37033,28878.29959,34349.37199,31420.20865,58779.98712,2796.166207
,,,,,,,,3265,24019.58083,23188.56025,35954.9142,29740.14444,15579.73335,25500.7314,12095.70933,25802.34152,28697.48525,37463.27217,8754.049372,8038.283788,14654.31643,13673.04567,34165.54175,38223.23876,17213.65998,10667.34785,7003.45339,18674.6982,25313.56091,26888.07636,31864.96768,27958.03996,53325.30541,2523.369504
,,,,,,,,3266,21539.98491,20646.9224,32007.60383,28099.8897,14309.10638,24166.45496,11508.07165,24618.93189,27200.92293,32541.81548,8298.537806,7692.195194,13647.271,12982.02179,32534.40748,36298.23363,15708.70632,10079.56545,6666.420973,17874.43995,24651.61114,25674.28094,30365.49879,25095.45912,49773.09312,2339.833487
,,,,,,,,3267,19947.10534,18574.50999,28787.19211,27348.94178,13491.12772,23226.44217,11097.92863,24048.28775,26249.02103,29017.02906,7966.435761,7429.368493,12952.16893,12428.40034,31330.61836,34899.87139,14573.97126,9684.367045,6430.698895,17363.99953,24324.64807,24991.14484,29341.44679,23383.92655,47757.29789,2233.523007
,,,,,,,,3268,18783.54091,17099.65821,26488.18712,28363.57368,13270.32367,22885.34894,11196.20251,23545.8401,25917.00888,26622.02047,7892.189382,7350.119221,12533.90405,12322.08898,31174.12577,34628.02335,13946.90723,9404.518427,6313.339392,16978.91285,25522.17538,24982.11661,29329.41092,22020.31536,46542.80634,2167.329689
,,,,,,,,3269,18030.23325,16406.84884,25409.36924,31358.34196,12862.83982,23435.11096,11671.52718,23805.58849,26949.15541,25288.56157,7909.245983,7348.11291,12420.56128,12390.28872,31170.11314,35039.30637,13423.18336,9545.947298,6460.791075,17165.43921,27760.76914,25853.84241,30487.86347,21075.81408,47076.3402,2191.399987
,,,,,,,,3270,17413.34349,15791.24109,24455.87873,34806.28575,13509.19351,24816.53852,12798.66839,24434.40022,28757.66872,24401.59567,8459.070517,7809.56437,12800.7109,13671.03979,34166.54491,38007.56596,13364.99182,9983.273454,6793.811202,17623.73247,30540.95817,27782.8743,33579.07626,20684.77852,49328.81586,2294.701679
,,,,,,,,3271,17514.65384,15688.974,24292.45186,38400.60925,15963.12948,26984.48693,14547.5423,26238.59846,31891.22147,24905.27992,9766.408778,8828.770201,13784.68656,15381.04807,39349.86026,42909.85883,13250.61534,10812.78889,7459.851455,18987.58112,33443.5076,30458.2399,36623.14856,21116.92295,55144.53553,2575.521815
,,,,,,,,3272,18044.27627,15809.28822,24470.91801,42027.01596,19921.54398,29647.02051,16043.71195,27552.38373,35649.67925,26057.13156,11335.61602,10121.83744,15617.22839,17092.05929,44576.31139,47301.5589,14544.87549,11842.91266,8320.487807,19945.28367,36861.5755,33315.17325,39813.65729,21870.91972,59440.88715,2814.21893
,,,,,,,,3273,19646.1835,16892.11618,26146.29409,45297.49943,20654.21198,31552.12649,16713.57879,29249.27279,38676.90786,29544.79384,11986.77683,10765.86317,16939.22627,18044.84982,46975.86438,49745.18187,16332.76044,12838.93301,9002.577224,21327.18325,39286.71874,35704.64489,43125.52771,23503.24253,64119.33727,3073.977556
,,,,,,,,3274,21655.33828,18864.26674,29214.30774,46159.73603,20528.75513,32168.10073,16874.02594,31112.64152,39441.23795,35815.76312,12322.89219,11115.96439,17278.25153,18517.23334,47900.77569,50627.93565,18285.18699,13423.70628,9322.557406,22750.19887,40810.20616,37027.78221,45435.41189,26426.98534,67941.32513,3255.507715
,,,,,,,,3275,23745.74196,21189.33899,32826.74342,47258.58639,21223.28425,33005.78556,17202.94259,32573.85155,39596.71191,40439.22335,12864.69009,11535.28333,17804.84401,19095.92823,49884.01828,52652.25057,18900.21139,13780.78911,9451.95378,23987.69095,42927.44246,38608.72567,47754.32298,28947.66072,70849.68641,3382.879705
,,,,,,,,3276,24764.86391,22062.61969,34174.26314,49114.40028,22234.96828,34471.48321,17736.42935,34164.43432,40673.99605,40679.02522,13315.18501,11862.31197,18369.55175,20152.02131,51966.57347,55075.81096,18945.36,14381.61105,9749.866364,25258.27642,45600.31539,40800.57938,50846.53876,30233.0648,74747.8934,3579.4538
,,,,,,,,3277,25503.12547,22560.92108,34936.25346,50850.90468,22965.62897,35803.75322,18378.21794,36193.27982,42223.72044,39641.55606,13578.05732,12043.88309,18931.2504,21095.78541,53581.65722,56969.71907,19879.43457,15120.85274,10182.19068,26867.81839,47450.76588,43117.82517,54090.20591,31356.03872,79697.12198,3835.200709
,,,,,,,,3278,27039.83298,23932.50316,37063.81063,52117.18936,22834.15019,36771.85604,18578.77688,38327.42871,43574.83937,41074.34712,13635.2471,12062.94304,19199.06029,21844.97966,54155.46337,57895.60741,21223.85984,15862.10051,10600.47199,28541.54148,48039.49999,44527.23225,56159.37269,33505.73165,84810.82341,4093.956405
,,,,,,,,3279,28680.86005,25334.1638,39242.50137,53855.69897,23534.70123,37520.25471,18801.3973,39175.87324,43878.7659,42940.58758,13872.03285,12203.38479,19536.07947,22715.52933,55361.25881,59125.44393,22237.19531,16266.32629,10881.33234,29436.06574,49552.95787,46142.28235,58102.16281,35861.97157,88108.30336,4259.439699
,,,,,,,,3280,29821.3538,26306.70373,40753.44796,57717.71685,25714.63944,39514.64686,19788.14725,40394.38401,45280.03772,44228.89551,14330.5544,12470.22411,20286.34838,24440.58167,59186.29876,62481.91456,22525.14311,16971.46457,11426.0008,30621.41067,53276.92679,49636.20751,62157.24825,37743.95554,92241.18502,4477.075304
,,,,,,,,3281,30755.21456,27167.953,42088.93626,62626.44985,28311.09439,42612.57591,21272.28337,43364.94276,48883.02154,44640.27109,14910.47882,12792.23697,21315.46054,26286.98943,63461.75648,66579.69774,23731.11264,18402.80499,12488.25476,33189.65801,56589.68449,53683.86413,67764.96101,39311.10575,100296.3429,4906.32894
,,,,,,,,3282,32660.04977,28646.81526,44387.94125,66051.33383,30792.12904,45224.94872,22441.54195,45853.11165,52842.0909,46479.42096,15215.49097,12912.61562,22098.82954,27525.61713,66084.01046,69122.63051,26481.16463,19778.97812,13618.71766,35424.96584,57977.7731,56185.68709,71322.56379,42008.24846,107979.431,5328.562073
,,,,,,,,3283,35558.93011,31400.00561,48674.13679,62705.65531,27760.08791,44115.39253,21208.10451,46903.13698,55173.19735,51474.12258,13804.80978,11779.05007,21145.94791,24462.64629,59353.82608,62700.59675,29839.2179,20469.07077,14172.41377,36626.35604,51422.46449,52478.09381,66081.94509,45418.27908,111913.7418,5558.232826
,,,,,,,,3284,38545.07778,34077.99958,52852.0495,53487.74451,23407.23708,38609.7466,18383.23192,41628.941,49210.0184,57308.6324,12276.73904,10642.47507,18698.54667,20760.80432,50995.51691,53980.39376,32819.02615,18221.25445,12669.81091,32442.54975,42786.02592,44942.53085,55833.40119,47228.07187,100702.5106,4972.522258
,,,,,,,,3285,38959.34684,35094.65472,54450.22393,45756.69055,23047.92866,34672.12628,17126.73019,36011.75681,42326.03234,60709.00278,12260.68577,10716.70856,17539.04018,20130.95963,50138.82031,51656.14318,27776.42808,15556.17281,10718.83456,27616.93232,38091.19734,40360.20236,49481.47043,45523.55789,86250.96368,4196.255169
,,,,,,,,3286,34200.76957,30883.65709,47911.14386,39839.34124,22203.85498,32435.95923,15695.7422,33971.87953,39305.82513,53118.62156,11964.70358,10584.29206,17238.1302,18879.29375,47844.59887,49721.10676,22013.45886,14361.55022,9788.986198,25714.56402,33064.39092,36332.60847,43776.46771,39777.34045,79335.08115,3830.186064
,,,,,,,,3287,29276.68528,26184.38427,40605.06037,34613.78642,20386.23615,29287.86941,13880.68384,30979.25721,34593.45933,43624.87575,10877.09447,9764.714139,16174.9149,16948.63924,42823.79505,44933.17063,20803.47612,12850.96951,8625.421899,23226.54306,29106.73367,32273.91735,38209.87751,34853.30035,70905.84787,3402.938286
,,,,,,,,3288,27333.7333,25449.46492,39462.0749,31062.57475,18184.21753,26502.94355,12556.99488,27797.08877,30672.50617,40635.88095,9811.558603,8908.019474,14726.53483,15221.58102,38580.43838,40777.20595,19044.68694,11335.37359,7611.315429,20711.4457,26957.40283,29003.69168,34078.5649,31318.94047,61855.82989,2948.611424
,,,,,,,,3289,24666.56277,23559.52909,36530.41741,28445.78694,16628.55261,24726.24914,11780.8318,25919.67959,28584.13971,36678.64849,9143.341195,8393.400781,13479.76444,14023.07082,35938.12124,37768.82118,17126.37267,10405.55398,7032.542498,19171.09899,25286.48114,26992.40257,31343.41328,27717.40269,55809.44709,2645.726849
,,,,,,,,3290,22231.10206,20953.72365,32482.84516,26903.78707,15192.3226,23596.62864,11338.59935,24839.56758,26872.92301,32044.15135,8598.533309,7939.974565,12873.93233,13263.8472,33800.39238,35929.08205,15732.78558,9814.762458,6593.196668,18232.45022,24665.6525,25810.70753,29967.31206,24853.8192,51736.73842,2435.111747
,,,,,,,,3291,20629.19483,18889.3322,29273.46225,26265.13042,14286.02232,22843.2139,11112.97055,24107.45823,26122.63574,28700.97221,8229.308075,7633.009029,12410.53095,12684.14938,32180.29285,34596.92634,14591.0274,9508.834757,6409.634369,17639.77775,24141.10745,25045.31422,29088.6935,22822.43959,49332.82739,2310.748544
,,,,,,,,3292,19180.75773,17453.58253,27034.61438,27248.68171,13981.91492,22616.48722,11301.49595,23560.88345,25913.9997,26320.01059,8143.021743,7533.696649,12179.83329,12573.82627,31766.99191,34536.73859,13986.03603,9295.186888,6319.357828,17229.62033,25448.95972,25146.63103,29104.74133,21487.90541,47850.56603,2231.517149
,,,,,,,,3293,18404.3794,16691.59249,25849.51892,30044.93505,13469.04732,23185.31034,11803.89608,23731.37467,26944.14012,25089.89726,8112.921859,7483.538882,12249.04259,12624.97608,31580.4046,35103.50664,13422.18006,9468.713092,6477.84331,17328.90049,27425.78244,25935.09648,30194.99062,20648.68293,48126.35891,2244.555227
,,,,,,,,3294,17781.4712,15990.76217,24764.68533,33420.69159,14023.06476,24561.72182,12893.93389,24279.95523,28684.4455,24476.8473,8617.596568,7894.832574,12682.35297,13650.98104,34168.55122,37795.90567,13472.34518,9886.981456,6839.952545,17727.02395,30267.15167,27873.1566,33324.317,20368.94211,50397.88935,2347.856919
,,,,,,,,3295,17868.73853,15877.46628,24582.2087,37053.11391,16619.51971,26852.0625,14811.2773,26228.56957,32091.83304,25148.09185,10049.34768,8985.262435,13716.4803,15344.94232,39043.89719,42738.32372,13386.06117,10741.57293,7531.069615,19047.75092,32912.94483,30612.72296,36457.65534,20856.23258,55977.93146,2617.644835
,,,,,,,,3296,18262.94614,15962.68885,24707.53606,41491.62719,21014.52405,29407.25204,16226.22058,27736.9154,35854.30305,26425.36288,11676.74803,10330.49375,15709.50746,17148.22378,44217.18096,47288.51822,14517.78632,11773.70278,8399.730548,20104.73362,36367.11908,33389.40537,39475.64992,21623.26387,60321.41859,2859.350738
,,,,,,,,3297,19863.8503,17091.63726,26454.09808,45478.97016,21437.06272,30988.31946,16858.98402,29610.31302,38715.02406,30164.86728,12049.98659,10768.87264,16799.80465,18090.98494,45702.85738,48748.07135,16324.73402,12854.98167,9141.001252,21628.03222,38598.69216,35417.74779,42536.77303,23570.42043,65548.44582,3146.188448
,,,,,,,,3298,21988.35845,19107.90303,29590.2898,47784.95176,20901.11106,31407.66348,16957.2579,31565.94758,39394.09423,36676.64178,12122.22631,10939.40905,17213.05436,18673.69158,45860.35312,48989.82551,18322.30918,13502.94657,9481.042888,23165.37044,40001.82508,36793.04822,45163.60181,26284.60829,70275.03433,3370.844556
,,,,,,,,3299,24099.82665,21316.67154,33023.25671,49790.15315,21553.48667,31926.32582,17245.05997,33298.94067,39534.52233,41271.00472,12482.42157,11229.32094,17729.61651,19458.99157,47458.38319,50500.53823,18976.46237,13862.03548,9699.71273,24449.99553,42200.30067,38626.78213,47706.1795,28722.06328,73739.99578,3524.292702
,,,,,,,,3300,25017.63825,22125.78466,34271.51717,53364.42463,22355.40685,33265.61834,17709.3539,35058.00888,40814.42415,41094.41422,12827.5669,11513.21391,18360.52445,20250.30918,49454.66683,52281.09273,18884.15855,14474.89392,10152.0985,25808.83003,44805.97567,40934.9997,50837.51186,30048.57623,78138.64149,3746.942952
,,,,,,,,3301,25593.40203,22701.28766,35152.81913,56714.11355,22941.54125,34647.0459,18340.11175,37376.68945,42572.78457,39782.02577,13057.32934,11696.79134,18981.40206,20928.29487,51065.73794,53986.41254,19756.02837,15233.1934,10725.85607,27476.53614,46492.94462,43298.38978,54156.4032,31337.99092,83674.55674,4029.768946
,,,,,,,,3302,26955.57486,24074.87499,37282.38154,58530.82601,22885.33658,35736.53779,18525.62876,39690.35557,44072.35607,40796.41776,13160.67228,11799.11318,19342.49405,20916.25962,51697.72723,54767.85026,21066.34136,16002.52634,11169.21419,29185.35827,46115.83385,45136.13623,56434.19173,33592.96266,89369.93043,4316.606656
,,,,,,,,3303,28618.66953,25412.36804,39362.81563,60443.78814,23776.58204,36572.21619,18733.20726,40674.19018,44338.1664,42460.98385,13445.61784,12019.80736,19849.02586,21468.87813,53353.94044,56179.25318,22047.57114,16394.71562,11315.6628,30076.87404,46497.95939,46805.35572,58790.21342,35894.05654,92968.27534,4496.130956
,,,,,,,,3304,29689.95127,26377.88964,40863.73603,64774.02054,25969.56776,38741.16781,19723.96839,42155.458,45679.25475,43568.68786,14209.15154,12569.53649,20699.5981,23111.6896,57956.42754,59912.90043,22244.21842,17115.90256,11808.17148,31216.08879,49152.77915,50080.59707,63347.79646,37563.47758,97263.62408,4721.789994
,,,,,,,,3305,30167.41391,27015.55499,41852.31821,69621.59491,28922.32016,41957.47627,21238.18835,45262.40973,49021.44353,43606.81535,15256.62748,13305.85251,21812.96505,24808.65969,63295.23232,64337.70376,23715.0598,18507.12132,12871.42852,33750.23992,51972.08339,54086.12195,68820.10567,39175.74728,105136.2572,5144.023126
,,,,,,,,3306,31946.86502,28135.47984,43595.87237,72298.53877,31557.91765,44700.26709,22276.08083,48146.71998,52775.88908,45489.10949,16023.17117,13802.41441,22605.36135,26076.37258,67011.93125,67045.14973,26409.93016,19799.03895,13861.46124,35921.36663,53996.04495,56631.07979,72138.99702,41955.10773,112201.5693,5540.180103
,,,,,,,,3307,35213.87307,30538.75634,47339.65112,67272.50148,28764.74636,43961.90058,21091.78033,49180.69907,54944.50016,50638.32779,14650.6165,12696.93722,21596.30986,23230.03622,59884.49646,61218.97477,30204.41999,20408.88827,14210.53053,36952.27576,48473.77916,52788.06305,66420.95545,45358.11977,114929.4116,5712.683901
,,,,,,,,3308,38121.78107,32912.9569,51047.33558,56712.10835,24747.11622,38503.40577,18410.30737,43377.98032,49201.99394,56304.27396,12972.04634,11403.86997,19130.85402,19710.72886,50802.91065,53112.68692,33069.85176,18198.18449,12711.93996,32727.35344,40738.99641,45125.10173,55843.43108,47114.77183,103001.1189,5090.867886
,,,,,,,,3309,38542.06856,33553.63011,52061.98585,48352.42375,24548.39258,34812.57643,17207.95656,37438.8686,42559.74482,59861.16773,12916.86322,11371.769,17901.1352,19169.14266,49603.13415,50763.3581,28543.95445,15643.43743,10866.28625,27920.78978,36647.94625,40644.09005,49462.41363,45272.89407,88891.55514,4328.641804
,,,,,,,,3310,33618.98735,29235.35231,45358.47629,41591.88726,22119.54798,32756.98815,15630.56054,35463.17625,39628.80976,52688.18223,11963.70025,10665.54764,17623.29498,18073.93501,46841.44126,48852.39679,22580.32474,14624.34713,10072.85576,26225.00443,31943.08813,36981.63792,44175.65743,39853.54225,82035.8456,3964.578557
,,,,,,,,3311,28721.98603,24842.88074,38528.63676,35971.30776,20344.08265,29626.9562,13832.5497,32207.79687,35110.03412,43216.51023,10791.81147,9738.6321,16500.90073,16084.10719,41548.78173,44198.87998,21075.37108,13146.86679,9003.580296,23705.89575,28426.73072,32725.32887,38424.51721,34876.36142,73304.74448,3521.283914
,,,,,,,,3312,26916.45502,24283.41963,37658.3636,31426.51881,18217.33814,26856.07536,12594.09828,28967.46084,31280.35923,40499.42466,9779.452061,8888.959522,14992.33865,14439.28985,37020.5283,40088.05612,19390.82628,11621.24045,7988.470753,21208.84933,26330.55646,29378.8648,34230.01627,31451.29097,64298.85336,3067.959981
,,,,,,,,3313,24368.65016,22740.38979,35264.10982,28579.13283,16704.83037,24852.65428,11767.79547,26978.73092,29049.55856,36728.81625,8911.572094,8166.687673,13721.49547,13291.92945,33375.05356,36865.00169,17351.11242,10668.35089,7378.602569,19652.45734,24953.50035,27429.77018,31907.09323,28050.28424,58048.88527,2756.049045
,,,,,,,,3314,22018.45063,20303.02426,31477.21846,27025.10175,15338.8562,23462.19778,11243.33386,25409.20883,27130.70888,32109.36943,8429.973963,7759.406602,12697.39847,12501.61478,31507.17409,35119.55671,15922.40974,10038.44074,6871.047797,18639.59915,24226.35856,26094.59522,30301.30748,25289.97424,53949.09875,2541.422227
,,,,,,,,3315,20388.45736,18334.88418,28417.22576,26334.30987,14488.76059,22884.34573,11005.67152,24670.07925,26341.30235,28865.52244,8127.971801,7502.598834,12245.03046,12008.16957,30238.17972,34109.40551,14737.50956,9722.482627,6619.276557,18088.04271,23866.298,25306.12976,29246.16281,23540.34077,51430.85904,2411.04145
,,,,,,,,3316,19117.56415,17009.42254,26347.82048,27228.62969,14213.75917,22692.73159,11129.01526,23979.08838,26003.27185,26607.9735,8090.848612,7443.412668,11975.2145,11899.85233,30094.72818,34207.71218,14101.41581,9510.840841,6499.910909,17628.74662,25039.75441,25456.60027,29275.2495,22157.67914,49667.79038,2318.771977
,,,,,,,,3317,18318.11514,16306.58699,25255.96856,29789.27187,13758.0999,23158.22352,11624.39583,24138.54781,26937.11872,25513.3131,8137.001766,7457.456843,11946.12654,11927.93458,30278.30603,34600.93886,13407.13052,9678.348795,6619.276557,17747.08055,26979.46782,26171.83675,30272.22079,21303.41683,49831.26034,2325.79248
,,,,,,,,3318,17750.37595,15645.86141,24230.28949,33003.6097,14407.46455,24456.38421,12689.36377,24690.13704,28570.0969,24904.27657,8654.719758,7878.782088,12319.25492,12961.96305,32956.73684,37413.71341,13795.40857,10113.66887,6928.22294,18140.18987,29608.21076,27894.22247,33030.44116,21048.74239,51895.19396,2419.064882
,,,,,,,,3319,17930.92905,15579.68859,24124.01189,37464.1802,17738.59481,26702.58341,14457.29078,26405.07812,31942.37742,25694.92037,10136.63734,9013.350785,13336.33068,14624.83327,38061.80589,42220.70901,13270.68139,11002.36376,7649.43219,19414.78666,32120.61102,30623.75746,36130.68085,21450.80716,57289.70269,2680.829366
,,,,,,,,3320,18405.38247,15688.974,24285.43353,43037.63746,22703.67507,29132.37103,15852.17817,27831.18701,35830.22966,27341.42607,11693.80463,10328.48744,15214.00901,16424.10297,43609.26746,46409.77695,14429.49571,12054.55444,8611.378882,20419.6222,35097.37907,33784.64123,39706.33744,22167.70569,61729.4666,2928.552842
,,,,,,,,3321,20049.41876,16794.86219,25996.90388,47462.11433,23013.8044,30889.00114,16648.39714,30079.66531,39184.45513,31267.55452,12049.98659,10767.86949,16653.36179,17400.96401,45164.16174,48097.04043,16443.12371,13142.85462,9440.919981,21977.01702,36437.32587,36077.81175,42990.12416,24065.73214,67517.10554,3242.469637
,,,,,,,,3322,21773.70087,18761.99965,29057.8992,50337.57313,22129.58453,31856.10075,16924.16567,32066.38945,40713.11531,37577.65465,12059.01655,10901.28915,17292.29399,17966.62071,45669.75318,48669.82726,18471.80124,13842.97769,9931.422517,23567.50523,36968.8916,37674.80539,45233.81106,26787.94124,72334.95642,3472.140391
,,,,,,,,3323,23434.7894,21073.03525,32646.27203,52749.8304,22573.19994,32995.75341,17375.42327,33493.50123,41647.96523,41782.71581,12463.35832,11234.33672,18090.7085,18599.47421,47305.90323,50605.86681,19397.8494,14350.51676,10229.3351,24734.79922,38178.45435,39671.04744,47470.47703,29111.09353,75771.83714,3624.585607
,,,,,,,,3324,24234.23841,21904.20597,33928.62152,56267.95624,23210.52074,34593.87548,17999.16156,35677.7946,43364.19722,41493.74954,12833.58688,11542.30541,19182.00872,19527.19131,49274.09846,52833.81698,19348.68758,15065.68545,10704.79155,26058.53467,40103.12345,42246.09937,50368.1129,30264.14711,79916.7534,3836.203638
,,,,,,,,3325,24484.00353,22277.18005,34495.10117,58941.8923,23663.16905,36141.83679,18779.33581,38053.63987,45627.09574,39984.7035,13106.49249,11765.0059,19950.33222,20207.18287,50860.09063,54717.6938,20204.50456,15903.22522,11267.51532,27568.79649,41932.5119,44565.35145,53409.17623,31189.59794,85216.9911,4106.994483
,,,,,,,,3326,25334.60925,23425.17821,36274.74961,60268.33302,23568.8255,37269.45087,19093.21055,40284.06616,47389.46839,40755.2802,13131.57572,11793.09425,20448.83977,20520.09934,51316.52734,55736.87316,21931.18806,16675.56728,11701.84578,29041.95359,42152.15887,46305.79364,55532.50442,32847.98978,90185.27447,4358.729676
,,,,,,,,3327,26432.97394,24578.18946,38067.43209,61363.17298,24391.82243,38157.29647,19426.13838,41234.80542,47948.17162,41875.02448,13365.35148,11967.64328,21017.55965,21268.29065,52787.15639,57145.2667,22352.57509,16996.54061,11856.31897,29752.95998,43523.19725,47938.9002,57665.8625,34627.70291,93237.04804,4512.177821
,,,,,,,,3328,27037.82683,25075.48823,38844.46169,64717.87491,26514.55231,40142.65968,20408.87715,42452.3133,49389.56576,42614.49717,14058.65213,12458.18624,21903.23805,23062.54567,56982.3615,61126.68688,22575.30823,17469.97626,12219.43128,30707.65404,47240.1455,51029.5644,62007.80286,35893.05388,97136.25791,4718.781207
,,,,,,,,3329,27535.35093,25564.76605,39602.44153,68887.6912,29767.3975,43216.51156,21829.8372,45486.05409,52867.16734,42602.45691,14937.56872,13053.05736,23056.72634,25277.03146,61739.33487,65654.81253,23866.55847,18677.6384,13088.09221,32993.10336,50448.59596,54699.03848,67062.86855,37260.67569,104499.4264,5116.944042
,,,,,,,,3330,29109.17213,26714.76945,41391.11354,70118.88485,32474.25447,45576.0741,22781.48935,47913.04672,55861.29504,44108.4929,15554.61632,13431.24693,23851.12871,26537.72378,65124.99179,68437.4932,26319.63294,19723.81083,13938.69784,34865.38676,51976.0952,56419.41794,69690.70032,39606.88905,111064.2998,5488.027793
,,,,,,,,3331,32151.49187,29192.23972,45248.18822,64808.10897,29679.07588,44166.55651,21455.79479,48820.66174,56899.45992,48803.19134,14145.94179,12292.66561,22722.71625,23314.28296,58053.73383,62290.31686,29453.94977,20072.86932,14132.29086,35473.10167,45692.58718,51998.59446,63609.57665,42561.71418,112921.6394,5618.40857
,,,,,,,,3332,34878.84677,31722.84876,49196.50121,54877.34908,25738.72716,38391.04565,18472.48064,42976.82452,50151.88973,54132.0102,12449.3117,10980.53842,20099.78419,19339.64202,48752.4565,53285.22516,31703.35384,17863.16859,12493.27012,31198.03785,38612.73352,44127.98384,53186.51262,44263.2202,100632.3087,4978.539832
