Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,213,37520.94047,31193.46621,48394.40614,41960.84432,58168.82082,39377.20635,20697.68202,34544.52945,49690.48312,72111.12997,20541.16364,16971.38215,21857.09852,22583.14159,67521.53531,63807.04836,31964.21247,16230.21679,11223.38012,26526.85623,40421.05993,40168.60325,43563.834,39790.37497,82269.51738,3963.575628
,,,,,,,,214,33158.57694,28658.84668,44453.11148,36855.60157,36699.64115,37185.18078,18628.91661,32432.44412,46510.78971,64272.92004,16592.05896,14068.25057,21130.90241,20670.53995,57954.42122,58171.46797,25805.94209,15282.34244,10390.8298,24935.3652,36000.03784,37171.23076,39604.03254,35099.95355,76944.2076,3689.775996
,,,,,,,,215,28455.16867,24570.16852,38098.51327,31850.6189,31655.27216,34478.50572,16920.15449,30393.56973,41395.19465,53286.18186,15290.74068,13050.0479,19382.61538,18445.02185,52043.81661,53379.51931,24255.83982,14209.08789,9394.778638,23202.47515,31888.9286,33955.17447,35541.92618,30951.96864,71373.19144,3401.935357
,,,,,,,,216,26295.55297,22975.00251,35629.06307,28320.46185,30085.55607,32297.51551,15593.45714,27929.47019,37411.04885,49129.28174,14578.37678,12416.05372,18046.57503,16958.66861,48423.42081,50005.99549,21298.10422,13025.49875,8483.988653,20956.1362,29593.16645,31582.75615,32756.6251,28544.5933,64451.2916,3062.945336
,,,,,,,,217,24086.78671,21167.28139,32820.7277,26171.88856,28506.80708,31019.41913,14702.97547,26291.7516,35238.42553,43967.01983,13658.32368,11597.47896,16972.32637,15709.0086,45633.6395,47739.9264,19075.78931,12249.14452,7884.151195,19252.32821,27736.69824,29855.35474,30634.2999,25710.08681,59102.91551,2808.201356
,,,,,,,,218,22146.84395,19020.67522,29489.0253,25005.86395,27148.86214,30288.07513,14123.36015,24512.6256,33594.4137,38850.91225,12939.9398,10966.49424,16478.83399,15250.66621,44409.78722,46802.00051,18015.29863,11743.61153,7514.01738,17732.0381,26751.79722,28801.05806,29219.0821,23653.64082,55146.54129,2626.671197
,,,,,,,,219,21004.34405,17513.73964,27145.90507,24626.88089,26575.77526,29953.0012,13793.44071,23487.67251,32772.90932,35345.18958,12532.58805,10623.41512,16212.02714,15001.93773,43992.47366,46046.64415,17096.2736,11499.87241,7371.58106,16955.84777,26292.4442,28317.54617,28481.88502,22778.32276,52788.76289,2519.357788
,,,,,,,,220,20139.69531,16469.01118,25519.65732,25314.66497,26364.0041,30006.17161,13729.26185,22996.25665,32247.307,33268.24456,12351.98875,10446.85977,16137.80267,15214.56046,44520.13456,46634.47792,16811.3357,11389.53783,7278.295302,16550.70449,27100.82528,28653.59696,28895.11658,22005.27553,51654.502,2466.202548
,,,,,,,,221,19757.52458,15815.30393,24509.01753,27839.21352,26725.31982,30433.54136,13922.80122,23067.4618,32824.06527,32329.1042,12254.66579,10342.53162,16237.10297,15635.79417,45879.41312,47746.94831,16957.81786,11580.11575,7423.740839,16547.696,28894.10738,29716.92188,30297.29552,21732.55329,51861.09594,2482.249413
,,,,,,,,222,19601.04523,15395.20679,23862.32838,33413.67338,28311.09439,32137.00105,15120.13806,23420.47891,33907.36776,31794.31594,12773.38711,10722.72749,16825.88351,17364.85826,50667.48437,52469.68104,17271.85152,11915.13165,7670.496716,16700.12615,33775.48544,32648.08734,34401.52743,21944.11356,53206.96519,2550.448589
,,,,,,,,223,19975.19137,15474.41365,23987.65573,37217.54042,37967.25715,35938.18408,17748.46289,25428.26373,37893.51967,32779.61063,14989.74185,12349.84547,18583.19784,20218.21518,61584.8486,61532.95424,17360.14214,12948.26454,8437.84731,18158.2408,37322.93443,36662.64045,38303.15551,22776.31745,58888.2985,2835.28044
,,,,,,,,224,20918.07979,15833.35106,24545.11181,39657.87052,51490.50183,39609.95232,20010.76767,28207.27058,44390.32541,34595.68333,17730.83788,14566.81878,22132.93267,22221.08118,67745.23946,66691.04509,18888.17176,14556.1403,9798.013852,20996.24939,39463.23868,38775.24636,40564.89622,24951.07676,71208.71859,3495.207759
,,,,,,,,225,23574.21652,17442.55373,27040.6301,41162.77416,51066.95951,40014.24811,20106.03316,30343.42526,48128.72203,40215.47517,18412.09857,15285.07801,22686.60705,21947.27927,65458.04012,64970.67835,21819.82149,15568.20931,10685.73317,22936.72523,39004.88861,39292.8649,41653.13952,28172.60819,77264.12734,3783.048398
,,,,,,,,226,26584.43793,20365.1866,31588.50915,42128.27863,47437.74378,38381.01349,19392.04336,30354.45704,46993.26054,49451.35872,18004.74682,15141.62679,21680.56466,21255.25246,62223.85999,62040.53767,23607.70644,15268.29986,10438.97729,23029.98841,38108.24756,38620.76331,42168.67599,29966.35849,75985.45126,3694.790641
,,,,,,,,227,27492.2188,22539.86609,34957.30845,42716.80524,44684.71868,37090.87853,19327.8645,30602.17075,45371.31599,54600.57702,17833.17748,15015.22922,20853.06219,20412.78504,60355.98053,60619.10345,23262.5704,14739.69692,10036.74515,23076.11858,37571.66707,38246.59331,42595.9494,29529.20079,74594.45227,3587.477232
,,,,,,,,228,26732.89271,22363.40524,34668.55423,44145.51123,43514.45719,36559.17439,19297.78066,30817.792,44913.92161,53121.63163,17432.84904,14756.41514,20697.59203,20325.52949,59465.17658,60041.30098,22402.74021,14481.91521,9949.477825,23136.28837,38277.74682,38592.67548,43591.9177,28667.9199,74457.05727,3578.450871
,,,,,,,,229,26039.76941,21851.06719,33857.43558,45715.58392,42259.8887,36388.62777,19653.77277,31742.45614,45284.04996,49809.55649,17423.81907,14773.46878,20235.19368,20270.36793,59331.75662,59914.90669,22387.69067,14463.86046,10008.65911,24066.91451,39165.36128,39379.13466,44919.87543,27643.2062,76398.63914,3667.711557
,,,,,,,,230,25857.21017,22105.73229,34251.46479,46235.93368,40471.37586,36239.14869,19515.3871,32717.26475,45831.71954,49688.15052,17045.56387,14501.61368,20107.80845,19990.54839,58503.14843,59203.68801,22759.91588,14478.90609,10079.87727,24708.72564,39011.90929,39866.6591,45501.60918,27783.57794,77520.86544,3725.881442
,,,,,,,,231,26253.42392,22623.08342,35053.55986,46795.38487,40376.02866,35968.28054,19502.35077,32833.59993,45405.41996,50223.94214,17088.70704,14526.69257,20024.55669,20129.95669,59046.85986,59110.39699,23670.91449,14332.46201,10131.03398,24832.07372,40026.89893,40320.07689,46183.64185,28414.24811,77599.09033,3727.8873
,,,,,,,,232,26571.39799,23012.09939,35659.14164,49922.49644,42275.94718,37184.17756,20407.87436,33460.40588,46182.78979,50750.70356,17765.95441,15008.20713,20479.9338,21536.07494,63317.30179,62338.46707,23890.63773,14440.79051,10390.8298,25357.55658,44551.2253,43316.44624,50034.11749,28564.6464,78721.31663,3790.068901
,,,,,,,,233,26831.19384,23018.11511,35668.16521,55716.52586,46533.45081,40090.49248,22070.50793,36149.15268,49840.94179,50384.47895,18936.83987,15823.77243,21374.6395,23909.02484,70509.94182,67788.46854,25164.83183,15390.67094,11238.42621,27294.0211,51971.08043,48869.81107,57152.33202,28925.60231,83667.53656,4058.853888
,,,,,,,,234,27896.45713,23591.61288,36562.50121,62722.69952,53129.47011,44434.41501,24587.52255,39508.83256,55680.74463,51844.3606,20481.96721,16925.237,23125.93563,27189.6331,79760.05811,75386.16984,28306.17177,16919.3064,12461.17179,29690.78453,57391.0449,54308.8183,64187.29844,30575.97291,90383.84534,4422.917135
,,,,,,,,235,30876.58637,25436.43088,39436.00681,57857.07835,56433.50169,46557.21873,24682.78804,42770.22928,62136.42499,57786.22942,20884.30231,17310.44865,24225.26012,25941.97896,75123.46365,72866.30905,32187.94892,18885.26802,13592.63777,32130.66965,51636.09373,52386.80837,61005.81662,33829.5893,98182.26509,4832.11219
,,,,,,,,236,34919.97275,27650.21249,42887.02085,48961.00237,54723.27392,42370.80101,21797.74777,40477.62384,56608.57315,66637.82798,19937.15932,16600.21467,22046.67181,22868.97875,67119.26911,65438.1366,35924.24721,18100.88945,12768.11203,30835.01343,43516.17657,45499.27172,51911.71332,37761.00068,96955.73893,4733.825143
,,,,,,,,237,37325.34128,31101.22531,48253.03688,42111.23442,54763.42011,38595.70158,19865.36244,35617.62123,48909.10105,74628.54788,19521.78093,16244.09452,20761.78616,21855.00903,64366.60464,62813.95036,31846.82609,15770.82372,11008.72257,26976.12402,39867.42922,40605.97085,45239.82899,38922.07549,85743.50478,4126.050135
,,,,,,,,238,33206.72444,28667.87025,44468.15076,36494.66532,35072.71673,36475.90751,18044.28732,33546.65438,45860.80822,67547.87104,15920.83157,13584.7297,20177.01775,20304.4678,56011.30494,57799.307,25874.16666,14888.14708,10137.05241,25502.96691,35503.57552,37061.88886,40335.21168,34397.0922,80573.6419,3856.262219
,,,,,,,,239,28718.97681,24605.26016,38154.65993,31539.81268,30506.08743,33998.96877,16407.72642,31397.46214,40967.892,56439.72689,14765.99938,12674.8678,18600.24941,18338.71048,50538.07704,53089.61495,24112.36757,13910.18148,9233.283938,23725.95235,31501.78828,33662.25855,35955.15774,30489.74455,74840.15865,3558.392289
,,,,,,,,240,26564.37648,23069.24865,35775.44542,28140.99633,29007.63082,31743.74063,15159.24705,28839.09098,37119.15901,52491.52463,14088.75201,12072.97459,17377.55182,17021.85367,47393.17795,49881.60745,21528.86378,12735.61972,8418.788929,21484.62755,29233.1059,31067.14389,33145.78492,28377.14987,67586.30448,3201.349546
,,,,,,,,241,24410.77922,21282.58251,33001.1991,26285.18244,27749.04771,30391.40631,14263.75141,27411.9792,34909.42255,47373.41034,13390.43472,11398.8542,16346.4336,15810.30528,45396.89431,47812.15171,19374.77344,11962.27461,7878.132759,19911.18745,27404.7204,29237.42253,30826.87383,25689.03105,61800.67131,2927.549913
,,,,,,,,242,22564.12222,19220.1963,29798.83452,24890.56487,26523.58521,29569.77293,13733.27303,26009.93965,33144.04073,42114.82634,12665.02753,10759.84424,15741.60452,15441.22431,44616.43769,46833.09752,18400.56677,11414.61388,7556.146432,18594.47181,26342.59191,28080.8059,29313.36309,23820.0816,57670.7983,2725.961173
,,,,,,,,243,21498.85893,17695.21359,27427.64097,24377.23331,26058.89304,29064.15238,13387.30886,25157.48356,32237.27643,38862.95251,12296.80563,10448.86609,15423.64297,15339.92764,44398.75249,46110.84442,17794.5721,11168.86867,7364.559552,17844.35505,25901.29206,27344.50356,28371.55621,22560.74656,55679.07227,2633.6917
,,,,,,,,244,20705.42836,16585.31493,25700.12871,24790.3048,26006.70299,28944.76976,13384.30048,24710.19483,31666.53651,37086.01066,12158.34617,10304.41172,15288.23347,15591.66493,45166.16806,46601.37465,17589.8984,11023.42764,7303.372119,17476.31648,26423.8312,27169.95777,28433.74154,21872.92503,54803.55524,2589.562822
,,,,,,,,245,20335.2945,15854.40605,24572.18251,27154.43724,26499.49749,29414.27455,13533.71689,24863.63693,32108.88502,36311.42053,12108.17969,10236.19715,15456.74307,16045.99557,46548.51924,47538.29741,17647.08664,11149.81088,7447.814583,17499.38157,28091.74402,28013.59574,29819.87265,21578.14438,55491.53311,2628.677055
,,,,,,,,246,20205.89811,15450.3508,23950.55883,31945.86597,28179.61562,30726.48025,14638.79661,25326.97189,33272.43213,35961.24961,12603.82444,10599.33939,15890.05345,17795.11841,51408.81784,51812.63135,17961.1203,11453.7325,7737.702585,17689.91925,32881.85325,30815.35657,33803.74585,21862.89848,57013.90981,2704.899663
,,,,,,,,247,20625.18254,15564.64931,24130.02761,36022.44039,38317.53268,34225.69544,17194.92023,27696.79982,37544.45554,37124.13815,14743.92613,12173.29013,17563.11298,20514.08172,62281.03998,60331.20535,18004.26231,12496.89581,8606.363519,19321.52348,36452.37019,34619.25097,37943.08238,22676.05192,63120.4656,3007.784238
,,,,,,,,248,21570.0771,15947.64957,24724.58058,39026.23208,52371.71074,37794.1325,19464.24457,30727.53194,44196.73524,39080.68057,17445.89232,14372.20664,20792.88019,22367.51005,68495.60135,65329.79864,19812.21331,14134.86281,10053.79738,22118.41604,38554.56218,36642.57772,40435.51061,24741.5218,73746.01308,3560.398148
,,,,,,,,249,24291.41355,17534.79463,27185.00721,41177.81317,51832.74812,38522.46686,19738.00752,33180.5997,48517.90848,45014.52254,18047.88998,15032.28286,21815.97415,21827.92972,65795.10107,63673.63216,23036.82735,15266.29378,11142.13123,24278.51162,38578.63308,37360.8236,41751.43247,27811.65229,80588.68514,3900.391097
,,,,,,,,250,27498.23724,20338.1159,31548.4044,42558.39433,48094.13401,37542.32545,19208.53193,32464.53659,47913.06459,54685.8622,17527.162,14803.56344,21160.99341,21511.0015,62578.97779,61585.11697,25473.84898,15031.58203,11050.85162,23795.14761,38515.44696,37131.10529,42194.75371,29771.84337,77576.02402,3737.91659
,,,,,,,,251,28453.16253,22438.60162,34801.90253,43291.29544,44765.01107,36962.46696,19182.45927,31842.74509,46666.26368,60125.05012,17282.34962,14614.97024,20701.60416,21158.97047,60756.24042,61332.32838,25422.68056,14601.27717,10904.40301,23129.26857,38866.48093,37432.04631,42630.05103,29470.04413,73181.38984,3496.210688
,,,,,,,,252,27561.43082,22380.44975,34696.62755,44314.95075,43213.36076,36995.57307,19161.40058,31229.97959,46825.74988,58414.3297,16905.09775,14370.20033,20834.00456,21723.62423,59824.307,61436.65383,24777.55709,14571.18592,11081.94687,22416.25651,40223.47796,38182.39257,43789.50657,28727.07656,70808.5682,3386.891421
,,,,,,,,253,26882.35055,22098.71396,34241.4386,45140.09112,42190.63652,37386.82706,19559.51007,31583.99959,47686.37352,54788.20442,16813.79477,14317.0331,20652.45553,22130.81682,59939.67013,62039.53454,25123.69643,14742.70604,11398.91784,22764.23849,41318.70394,39345.02801,45233.81106,27802.62839,70915.8767,3396.920711
,,,,,,,,254,26828.18462,22260.13553,34492.09331,45352.64247,40588.80347,37469.09072,19644.74761,31886.87223,48851.92675,54220.30544,16423.49962,14030.13067,20560.17647,22045.56714,59636.71653,61775.71153,25774.83971,14954.34783,11724.91645,23131.27423,41034.8679,39871.67478,45750.35051,28022.2099,70834.64316,3399.929499
,,,,,,,,255,27146.15869,22692.2641,35161.84269,46161.74123,40725.30052,37610.54409,19753.04944,31616.09206,49181.93278,54212.2786,16431.52625,14026.11805,20662.48586,22414.6481,60520.49838,62379.59537,26701.89117,14981.42995,11908.47875,23115.22895,42042.83686,40614.99909,46729.26799,28378.15252,70207.84116,3370.844556
,,,,,,,,256,27483.19115,23077.2696,35760.40614,49650.79165,42838.99752,39012.03596,20692.66805,32097.47902,49912.1589,54221.3088,17157.93677,14545.75252,21146.95094,24223.94719,64880.22134,66298.82154,26981.81255,15291.36982,12348.82765,23509.34109,46546.10119,43869.17457,50959.87654,28452.34901,70815.58838,3410.961718
,,,,,,,,257,27537.35708,23103.33768,35800.5109,56535.65063,47315.29789,42360.76885,22424.49444,34454.26939,54212.26793,53220.96378,18216.44933,15271.03383,22105.85077,26685.15558,72575.44333,72042.73989,28285.10242,16682.58857,13472.26905,25309.42074,52625.00657,49122.60152,58359.93104,28818.31819,75048.75836,3643.641259
,,,,,,,,258,28688.88463,23707.91662,36742.9726,64499.30795,53779.83841,46547.18658,24970.59012,37648.47251,60674.96969,54619.64077,19669.27036,16309.29962,23680.61305,28896.63256,80728.1052,78414.61719,31884.95158,18591.37682,15063.1423,27801.45302,57125.26203,54118.22233,66460.07203,30653.17736,80979.80959,3965.581486
,,,,,,,,259,31672.02308,25540.70321,39598.43106,59608.62176,57193.26836,47792.17685,24717.88586,41089.38644,66721.40245,60576.55991,20185.98502,16792.82049,24769.9072,26488.57985,75214.75099,73421.03955,36263.36343,20559.34452,16276.86023,30688.60027,50601.045,52005.61642,63446.0894,33783.46716,87552.70607,4312.594939
,,,,,,,,260,35769.5754,27930.94567,43323.16005,50318.52371,55550.28547,43344.92313,21896.02165,39533.9048,60869.56292,69929.83601,19335.16166,16162.83894,22754.81332,22875.99931,66503.33034,65170.30108,39980.59898,19442.95917,15105.27136,29835.19203,42527.26374,45399.96119,54323.9024,37903.37773,87473.4783,4274.483635
,,,,,,,,261,38557.11466,31345.86422,48632.0268,43350.44888,55587.4207,39306.98128,20051.88225,35102.13602,52890.23768,78373.06905,18952.89314,15836.81345,21573.24009,21381.62258,63518.93646,61794.77099,35492.82716,17092.83261,13154.29501,26437.60437,39112.20471,40847.7268,47692.13765,39010.30916,77770.58336,3744.937094
,,,,,,,,262,34228.8556,28822.2735,44706.77404,38060.72761,35447.07997,37115.95892,18219.77639,33468.429,49828.9051,71045.56687,15569.66626,13343.97241,20914.24722,19334.62733,54951.97051,56150.16243,28845.94849,16185.07992,12162.25614,25384.63299,35009.1191,37552.42271,43043.28259,34553.50642,73785.12553,3531.313205
,,,,,,,,263,29603.68701,24705.52201,38310.06585,32924.40425,30637.5662,34549.73401,16545.10929,31400.47081,44347.19392,59729.72822,14413.83075,12432.1042,19377.60021,17128.16503,49251.02583,51079.34383,26757.0728,15104.80407,10991.67033,23892.42211,31297.18563,34034.42227,38588.00445,30582.99149,69495.79409,3307.660026
,,,,,,,,264,27478.17578,23189.56287,35961.93253,29366.17438,28988.56138,32285.47693,15247.49298,28920.32503,40156.4182,55470.48588,13681.40026,11788.07847,18136.84803,15435.20669,45621.60161,47655.66354,23545.50169,13844.98377,9943.459389,21895.7878,29211.0409,31400.18527,35469.71095,28567.65437,63647.98216,3019.819387
,,,,,,,,265,25169.10224,21431.97267,33231.80143,27038.13556,26944.11657,30737.51562,14251.71787,27057.9592,37871.4524,49908.88864,12947.96644,11100.91706,17039.5296,14231.6818,42761.59928,44776.68246,21052.29512,13080.66604,9308.514388,20352.4326,27643.4235,29776.10694,33453.70261,25766.2355,58575.39895,2778.113484
,,,,,,,,266,23239.19021,19414.70428,30098.61756,25905.19677,25745.75274,30152.64106,13670.09696,25032.12237,36569.4833,44447.62692,12289.78232,10519.08696,16566.09789,13532.63443,41276.92602,43202.77259,19915.55346,12865.01209,8981.512698,17998.79085,26992.50623,28669.64715,32077.60139,23866.20374,54384.35006,2607.615545
,,,,,,,,267,22189.97608,17865.65873,27692.33234,25531.22672,25236.89976,29699.18771,13402.35078,24183.67784,35423.99123,41207.79335,11900.4905,10192.05832,16304.3062,13222.72677,40343.98945,42365.15963,19428.95177,12653.3703,8735.759893,17428.18065,26821.00106,28084.81845,31321.34752,22772.30682,53207.96807,2557.469092
,,,,,,,,268,21438.67456,16632.43799,25774.3225,26203.97178,25103.41368,29531.65074,13327.14118,23702.29087,34685.74065,39058.60675,11735.94447,10019.5156,16221.05444,13286.91477,40530.57676,42542.71351,19063.74968,12545.0418,8656.517152,17229.62033,27890.15023,28139.99097,31615.22336,22096.51716,52937.18961,2546.436872
,,,,,,,,269,21136.74966,15925.59196,24681.46797,28670.36949,25324.21773,30173.70858,13466.52964,23956.02192,35153.16561,38355.25484,11651.6648,9923.212684,16398.59133,13650.98104,41158.55342,43421.45478,19180.13277,12760.69576,8783.907381,17393.0816,29890.04089,29153.15905,33247.08683,21802.73916,54268.01561,2620.653622
,,,,,,,,270,21025.40858,15479.42674,23994.67406,34046.31442,26787.54642,31769.82423,14568.60099,24590.85098,36253.52008,38011.10404,12102.15972,10251.24448,17097.70554,15261.69852,45202.28173,47513.21918,19464.06736,13110.75729,9046.712421,17811.26166,35122.45292,32092.3496,37492.74022,21961.1587,56597.71328,2737.996322
,,,,,,,,271,21483.81284,15570.66502,24138.04856,37753.9318,36536.04542,35526.86578,17159.82242,27510.26237,40679.01134,39112.78793,14078.71872,11692.77871,19012.49609,17714.88342,54564.75167,55856.24555,19479.1169,14196.04835,9952.487043,19762.76863,38556.56808,36345.64925,41777.51019,22840.48738,63795.40599,3097.044924
,,,,,,,,272,22551.08228,15867.44009,24598.2506,39922.5571,49290.49053,39526.68544,19654.77556,31247.02871,48953.23559,41069.33034,16460.62281,13630.87484,22670.55852,19661.58492,61224.71502,61072.5179,21171.68811,16065.71797,11710.87344,23575.52787,40542.41739,38913.67923,44065.32861,24957.09269,77680.32387,3837.206567
,,,,,,,,273,25606.44197,17309.20547,26835.09323,41289.10185,49071.69378,40916.13872,20301.57812,33653.96356,54716.80603,47025.24613,17144.89349,14360.16878,24104.89613,19405.83588,59706.93756,60155.65772,25450.77303,17501.07055,13046.96623,25703.53289,39699.93587,39749.29211,44780.45993,28164.58695,84649.35921,4180.208304
,,,,,,,,274,29065.03692,20012.2649,31044.08712,41974.88073,46166.11316,40419.54712,19921.51894,33107.38877,54284.48809,56824.01189,17025.49728,14454.46538,23905.2925,19061.82835,57934.35807,58571.71656,27810.54037,17513.10705,12919.576,25320.45187,38574.62126,39749.29211,44469.53327,29873.11155,82247.45395,4030.771875
,,,,,,,,275,29661.86523,21953.33428,34050.94102,42532.32671,43415.09537,40529.90081,19989.70898,32792.48146,53304.50057,61976.24025,17029.5106,14468.50956,23812.01041,19008.67267,57624.38237,59009.08093,27161.40369,17475.99451,12690.87544,25235.21133,38170.43072,40084.33977,44107.45416,29797.9124,80167.4742,3892.367665
,,,,,,,,276,28709.94916,21965.3657,34053.94888,43515.87799,42111.34779,41334.47953,20154.16731,32573.85155,53191.15503,60008.66093,16877.00453,14400.29499,24286.44516,19306.54508,57637.42342,59858.73145,26036.70165,17604.38384,12687.86622,24892.24351,38591.67148,41533.87231,45195.69747,29360.7547,79350.12439,3850.244645
,,,,,,,,277,27667.75654,21700.67442,33624.82801,44788.17828,41317.45685,42313.61773,20740.80219,33511.55324,54297.52785,55964.13658,17026.50061,14546.75567,24400.79095,19575.33231,57977.49385,60988.25504,25588.22546,17963.47275,12957.69277,25570.15652,39064.06291,43419.76932,47015.11992,28444.32777,80465.33051,3896.379381
,,,,,,,,278,27409.96683,22064.62493,34187.29718,44718.99883,39971.55578,43041.95209,20903.25493,34179.47766,55583.44802,55421.32148,16838.87801,14423.36757,24545.22775,19514.15312,57183.99618,61119.66497,25727.6845,18311.5282,13127.21205,26115.69598,38560.5799,44924.47439,47998.04936,28581.69154,81474.23101,3948.531692
,,,,,,,,279,27596.53837,22651.15674,35096.67247,45262.40841,40083.96511,43563.62408,21041.64059,34045.09047,55587.46025,55067.13714,16969.31083,14510.64208,24648.54017,19759.87279,57610.33816,62050.56896,26538.35287,18323.5647,13170.34417,26077.58844,39457.22095,46573.63114,49440.34787,29037.8997,81021.93068,3922.455537
,,,,,,,,280,27853.325,23233.67808,36001.03466,48133.8568,42085.25277,45543.97121,22156.74827,34867.45987,57030.8605,54660.77833,17675.65476,15005.19767,25364.70595,21164.9881,61463.46653,66014.93595,26564.43873,18610.43461,13517.40732,26500.78265,43705.73492,51048.624,54070.14613,29392.83967,82075.96093,3977.616635
,,,,,,,,281,27818.21746,23534.46362,36466.2498,53535.86935,46181.16798,49498.64618,23950.74793,37763.8048,61542.61474,53720.63461,18669.95424,15677.31175,26555.30647,23106.67492,67798.40681,71921.36125,27704.19031,19869.25187,14545.5568,28459.30943,50901.93126,57803.7466,61920.54279,29828.99472,87721.19045,4279.49828
,,,,,,,,282,28877.46231,24201.20491,37504.96292,61003.23933,51873.89796,54386.31145,26374.50266,42215.63137,68001.30427,55064.12707,20046.52223,16650.37243,28572.40642,25855.72635,75380.272,78725.58728,30849.54346,21696.79374,16029.10129,31176.97843,56433.22364,64908.96391,71892.26167,31759.10614,96319.91099,4735.831001
,,,,,,,,283,31836.52702,26122.22192,40496.77754,57199.37229,54109.03719,56006.50427,25958.34287,46903.13698,73548.21421,61096.29784,20163.91177,16803.8552,29640.63688,24207.90019,70626.3081,75158.45949,35015.2552,23577.49682,17261.8776,33946.79458,50926.00216,63532.66035,70075.84818,35138.05445,106237.4229,5255.348252
,,,,,,,,284,35882.92262,28299.90927,43894.65279,48720.37821,52314.50242,51085.73289,23212.69106,46097.8167,67556.94964,70089.36947,19144.52906,16034.43505,27421.92723,21179.02922,62850.8335,67525.64867,38632.1605,22219.37843,16068.22112,33338.07684,43282.48825,56264.93489,61236.50414,39090.52158,106827.1183,5241.307245
,,,,,,,,285,38735.66161,31256.63117,48493.6654,41891.66487,52113.77146,46727.76534,21315.40354,41227.7852,58469.24547,77585.43531,18701.05745,15655.24233,26175.15685,20130.95963,60078.10588,64896.44678,34583.83515,19494.11429,13895.56571,29552.39401,40045.95506,50711.57006,54717.07418,40398.98673,95449.40837,4623.502947
,,,,,,,,286,34611.02633,28749.08235,44593.47812,36853.59637,33386.57668,44477.55328,19471.26414,39290.20265,55113.01388,69884.68503,15407.1269,13226.60324,25540.23677,18522.24803,52149.14816,60412.45882,28559.00399,18404.81107,12879.4531,28148.43216,36039.15306,47099.27477,50066.21314,35829.8866,90739.86887,4377.785328
,,,,,,,,287,29943.72868,24622.30468,38179.7254,32049.13384,28794.856,41471.92004,17713.36508,36660.62633,48229.02782,58600.95375,14258.31469,12321.75712,23288.42703,16719.96951,46843.44758,56330.72571,26617.61376,17073.77481,11584.48628,26145.78087,32610.05267,43380.64699,45595.89017,31817.26015,84885.03676,4069.886108
,,,,,,,,288,27722.92554,23121.38481,35854.65231,28538.0262,27144.84752,39083.26425,16417.75436,33612.84509,43937.94631,54196.22492,13562.00405,11711.83867,21708.64959,15337.92176,43607.26114,53439.70707,23366.91385,15701.61385,10463.05103,23804.17308,30913.05417,40761.45704,42468.56976,29585.34948,77465.70686,3705.822861
,,,,,,,,289,25503.12547,21371.81556,33138.55788,26422.53873,24905.69368,37983.74021,15560.36492,31476.69041,41718.17928,48754.02694,12528.57473,10821.03672,20576.225,14175.51731,41473.54491,53640.33293,20851.63463,14840.00108,9776.949326,22169.56036,29858.94931,39318.94646,39876.84561,26835.06604,71691.10541,3434.029087
,,,,,,,,290,23528.07517,19256.29056,29851.97332,24971.77553,23555.77799,36942.40266,15048.93964,28968.46373,39500.41836,43597.78516,11820.22414,10197.07409,20013.52332,13600.83417,40241.66737,52581.02839,19722.91939,14132.85672,9266.385336,20823.76265,29799.77502,38354.93208,38195.83567,24912.97586,67182.14255,3226.422772
,,,,,,,,291,22395.606,17772.41521,27545.94999,24164.68197,22864.25983,36204.03615,14729.04813,28061.8516,38192.43091,40296.74693,11375.7492,9822.897149,19519.02791,13477.47287,39757.14225,52139.6515,18551.06214,13799.8469,9014.614096,20172.92605,30257.12213,37971.73386,38038.36636,23619.55054,65206.46265,3138.165015
,,,,,,,,292,21613.20923,16655.49822,25808.41154,24660.96931,22786.97841,36007.40594,14707.98945,27668.71891,37120.16207,38010.10069,11249.32969,9677.439624,19309.39395,13786.37759,40278.7842,52849.86704,18198.90298,13576.16861,8835.064088,19834.97238,32049.40127,38424.14851,39021.2958,22900.6467,64061.17004,3085.009775
,,,,,,,,293,21338.36729,15982.74122,24766.69057,27100.2968,22780.95649,36435.7789,14845.37232,27933.48175,37346.85314,37322.80246,11154.01339,9570.102002,19270.27565,14396.16354,41519.69016,54167.97894,18293.21341,13675.46973,8901.266884,19919.21009,34841.62575,39589.79337,41220.85117,22740.22186,64390.11573,3110.083002
,,,,,,,,294,21225.02006,15529.55766,24068.86786,32404.05448,24181.05492,38070.01673,15951.45484,28501.11721,38290.73058,37017.78251,11571.39844,9868.03914,19727.65883,16334.84154,46064.99727,59275.91332,18610.25698,13900.15106,9119.936726,20058.60344,40979.70542,42610.238,46513.62531,22879.59094,65711.91578,3178.282177
